ID;Text;Date;URL
OQTF_037;"""Nantes : deux clandestins venus de Tunisie qui ont été interpellés sur un point de deal reçoivent une OQTF. Leur arrestation confirme le changement du profil des dealers observé depuis plusieurs mois - Fdesouche"" https://t.co/Kq4kxoDAhu";2024-07-20 23:23:16;https://twitter.com/ThierryCHE49/status/1814682494936977743
OQTF_OO38;Entre les migrants OQTF, les coups de couteau, les grèves, la Seine dégueulasse,  les grillages, les QR codes, j'ai hâte de voir commencer ces J.O, on va vraiment se poiler...😂😂😂;2024-07-20 23:19:12;https://twitter.com/cartzanca/status/1814681472290246735
OQTF_038;Pour emmerder les français oui mais pour attraper les OQTF et les racailles y a plus personne;2024-07-20 23:19:12;https://twitter.com/NoliMeTangere33/status/1814681471946211563
OQTF_OO39;"Quand on a trahi les électeurs rn en disant il n'y aura jamais un vote pour la France insoumise qui est contre la police qui est antisémite qui est pour les oqtf et vous votez pour eux faudra rendre des comptes a vos électeurs
Taisez vous";2024-07-20 23:15:09;https://twitter.com/RachelDavidlev1/status/1814680452159996359
OQTF_039;Les #Restaurateurs vendeurs de bouffe avariée de chez Metro...  Esclavagistes d'#OQTF au Black...  #Collabos #Nazis Zeles lors du #Pass sanitaire...  Allez bien vous faire foutre ...🤡📷 🤡;2024-07-20 23:10:02;https://twitter.com/PaulNewmanfr/status/1814679163321667978
OQTF_OO40;Ben virer les OQTF et les 15 millions de criminel que Macron a importé serait pas mal pour éviter de devoir barricader le pays et donc y mettre des frontière intérieur parce qu'il n'y a plus de frontière extérieure;2024-07-20 22:50:10;https://twitter.com/coolspoteoff/status/1814674164747547062
OQTF_040;Désolée Y en a marre de ce discours à la con Des OQTF, j en connaîs pas mal Guerre, famine dans leur pays, insuffisance rénale, cancers, pathologies immunitaires qu il est impossible de soigner chez Plus d empathie Nous sommes en décadence et pas seulement à cause des us;2024-07-20 22:49:31;https://twitter.com/Idefix912909361/status/1814673999340699791
OQTF_OO41;Les #Restaurateurs vendeurs de bouffe avariée de chez Metro...  Esclavagistes d'#OQTF au Black...  #Collabos #Nazis Zeles lors du #Pass sanitaire...  Allez bien vous faire foutre ...🤡🤡🤡;2024-07-20 22:44:05;https://twitter.com/PaulNewmanfr/status/1814672635634106393
OQTF_041;"+ de 120 attaques au couteau par jour?
Des OQTF non exécutées
Des quartiers sous la coupe de trafiquants de drogue
Des quartiers qui s'islamisent jusqu'à ressembler à des banlieues du Caire..

Verre à moitié vide ou à moitié plein?

,";2024-07-20 22:42:05;https://twitter.com/Elboursicotor/status/1814672129226416231
OQTF_OO42;La mise en place ainsi que la sécurité incombe au ministère de l’intérieur et au préfet de Paris (Laurent nuñez). Quel rapport avec la gauche ou hidalgo ?  les multiples attaques au couteau, la gestion des oqtf ou encore la lutte contre le terrorisme incombe au gouvernement;2024-07-20 22:32:05;https://twitter.com/Larafale912/status/1814669613377974619
